%# iteration evaluations sigma axisratio stddevratio sort(diag(D)) (square roots of eigenvalues of C) (randomSeed=1323192291123, Tue Dec 06 18:24:51 CET 2011)

0 0 0.2 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
1 10 0.19153230764440365 1.0 1.01909608612039 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
2 20 0.16361794623605835 1.0788759984639906 1.0248391696135821 0.983634401209695 0.9836344012096953 0.9836344012096953 0.9836344012096953 0.9836344012096955 0.9871707316068957 0.9907218428244176 0.9956355921869045 1.0052147948007764 1.0612195467286394 
3 30 0.1539903106906438 1.0930748993557349 1.025965086902617 0.9675858669056214 0.9682473623642126 0.9701992470687207 0.9711363273407901 0.9729018354526913 0.9752423169210822 0.9825082569272765 0.9921488165163679 0.9973845978870711 1.0576438240858936 
4 40 0.13198000925064485 1.1271315156814803 1.035817094565045 0.9531217790855753 0.954883977900887 0.9585538347073417 0.9612929447589503 0.9652941463853462 0.9677554011742238 0.9804500814585463 0.9921094164975789 1.0085264869152872 1.0742935954897535 
5 50 0.12374919690261563 1.1457704876590387 1.046937834702653 0.9398417144592548 0.9456592998200714 0.9479909813250299 0.9506814381968834 0.9569690467601564 0.9646997408401091 0.9730822068709973 0.9866444415839075 0.9958615620467524 1.0768428994982873 
7 70 0.1060578367765447 1.1928256483675979 1.0564061837752312 0.9178088480126471 0.9215176931545287 0.9246610299335972 0.9375048687890959 0.9451514134662884 0.9538331211146639 0.9710813446233972 0.9810171247949477 0.9839355100808446 1.0947859342082038 
10 100 0.08723979094733568 1.2294743177777963 1.0820221579509681 0.8799277638241604 0.8951647788154807 0.9048645634346649 0.9170297467453462 0.9251473560971978 0.9296013704770875 0.9582070982677683 0.9825533125956276 1.0186618178757707 1.0818485871214514 
13 130 0.06557385980048697 1.2473135044513406 1.1028218967274002 0.849978801704852 0.867210514141611 0.8823565260021716 0.8889716737062611 0.8940659687588352 0.9362825045530858 0.9424612771085462 0.9881032439922354 1.0150232204013157 1.06019003786383 
16 160 0.04896646033386878 1.2401292432405897 1.1227345097418167 0.8275934678068063 0.8432098164485604 0.8529715827624814 0.8628225258432404 0.8785904805016274 0.9078653087069666 0.9417923588092921 0.9705926617343454 0.9859133889288767 1.02632286094211 
20 200 0.04341244645577119 1.2793026591015109 1.1200839128924212 0.7985567046980021 0.806468663831559 0.8304371319514133 0.8476771731887554 0.8794519350805022 0.910556498967803 0.9412781304027984 0.9471130294456188 0.9708800226146297 1.021595715763494 
24 240 0.03326536532139778 1.299532703364801 1.1413070357904986 0.7672065865966866 0.7816108095745672 0.7999207700648069 0.8183196482522936 0.8506732802294742 0.8741085248589142 0.908416479194649 0.9631240986713191 0.9814469626859499 0.9970100495192735 
28 280 0.02453114988578528 1.384633610339828 1.1862143270935042 0.7421845620275878 0.7734736293222665 0.7846563427603296 0.809374166952833 0.8139120548287154 0.8391462749658709 0.8802151730692966 0.9387362081944556 0.9598226889982716 1.027653689658743 
33 330 0.016047653256478733 1.401944903306423 1.1958501192075992 0.7147676589940506 0.7334131148908336 0.7582388100689583 0.7825798497345429 0.8018326015092218 0.8079167080642643 0.85616705402394 0.9083110443090754 0.9333458287686391 1.0020648765749727 
38 380 0.01232872702437598 1.4575073947751922 1.2531508695865214 0.6842929471557964 0.7107085167164052 0.7214344723572658 0.7481863915599914 0.7669850314752111 0.7716234547694556 0.8221262506647684 0.8943102914830213 0.935300076211938 0.997362030672083 
43 430 0.008667756548105367 1.4794848365935678 1.2572483413468434 0.6564763591358256 0.6766605213899216 0.711975281569852 0.7228585816590498 0.7391809064040529 0.7504187995701945 0.8348495337792955 0.852042625944347 0.9066224124741561 0.9712468189236072 
49 490 0.005993598098228906 1.4894747264072548 1.2872622955274935 0.6280155800322222 0.6452593631262212 0.688413602787215 0.7023882849188078 0.7145490664622821 0.7289729815676618 0.802423089116491 0.8051884284055041 0.865462855057503 0.9354133342479877 
55 550 0.0030823432242066354 1.4801826944345489 1.2749180050425002 0.6012111326184183 0.6103427188440406 0.6565220191250946 0.6728550185343085 0.6826893168083538 0.7053896645733267 0.7470437941600172 0.7831052781359435 0.8159478567984041 0.8899023142031772 
61 610 0.002181638864720625 1.6029054160479843 1.4138345039487203 0.5868489017629155 0.6018837407872695 0.6386237463845129 0.6411918367234356 0.6705102643634434 0.6959084611671371 0.708929630580017 0.7553231537302476 0.7883178807407433 0.9406632830375887 
68 680 0.0012499015410621032 1.6190054210541376 1.4086266887006815 0.5558027758410178 0.5725581836726151 0.5959089912322508 0.6247374045313905 0.6360138113473713 0.6563234768723025 0.6867784085551298 0.7229838162209535 0.7609115292111641 0.8998477071235454 
75 750 8.498992420781368E-4 1.6669423987659002 1.437599698780299 0.5317187367972472 0.5547978159308977 0.5581103379787791 0.5825193673249892 0.6028236407348349 0.6323042688924294 0.6484221770228376 0.7039464273923427 0.7355996837647305 0.8863445065855776 
82 820 4.582937203795929E-4 1.6343775825696603 1.4192424668777444 0.501958050852222 0.5307543111708364 0.5513996063290206 0.558588029268162 0.576051008759332 0.6102858921895403 0.6148912087431249 0.6590263510475736 0.7010400271215791 0.8203889857032332 
90 900 2.332534236177867E-4 1.6465884316035766 1.4154165810515764 0.4789079111834199 0.508637298769106 0.5169177390843982 0.5255904340734501 0.5357918830022499 0.5657047236061358 0.5802298719338662 0.613571718464981 0.6493304498414603 0.7885642263580523 
