%# iteration evaluations sigma axisratio fitness_of(bestever best median worst) mindii idxmaxSD maxSD idxminSD minSD (randomSeed=1323192291123, Tue Dec 06 18:24:51 CET 2011)

1 10 0.19153230764440365 1.0 0.17520774820682655 0.17520774820682655 0.38706169631209053 0.7003823030996326 1.0 8 0.1929334450802586 4 0.18931820827095844
2 20 0.16361794623605835 1.0788759984639906 0.043176801043217375 0.043176801043217375 0.31853959790272746 0.8801227334567138 0.983634401209695 10 0.16323653814228772 4 0.1592801514444812
3 30 0.1539903106906438 1.0930748993557349 0.043176801043217375 0.2029188560513282 0.297539871817805 0.80142668531312 0.9675858669056214 8 0.1531665659230749 1 0.14929023207357273
4 40 0.13198000925064485 1.1271315156814803 0.043176801043217375 0.08576010209481665 0.3414709900058932 0.5794451352036882 0.9531217790855753 6 0.13093492138768884 1 0.12640737643229413
5 50 0.12374919690261563 1.1457704876590387 0.043176801043217375 0.0894214414702716 0.2240704948177315 0.4986739016888958 0.9398417144592548 2 0.12248947290801408 1 0.1169978472912893
7 70 0.1060578367765447 1.1928256483675979 0.043176801043217375 0.06576187663136847 0.1307396171813763 0.3032426638245188 0.9178088480126471 6 0.1047354430472986 1 0.09914315597151302
10 100 0.08723979094733568 1.2294743177777963 0.032922787331828476 0.032922787331828476 0.11532795141667451 0.1882433380884789 0.8799277638241604 6 0.08604950112515584 1 0.0795265609792209
13 130 0.06557385980048697 1.2473135044513406 0.01799894901880279 0.01799894901880279 0.03288757192769205 0.08123839451838659 0.849978801704852 6 0.06395957351623525 1 0.057996285443763756
16 160 0.04896646033386878 1.2401292432405897 0.009717639509235718 0.009717639509235718 0.017533375788314518 0.040566322466052775 0.8275934678068063 6 0.04771861271307722 7 0.04250213411900073
20 200 0.04341244645577119 1.2793026591015109 0.006960298382580663 0.011878677457408827 0.02548183549228134 0.030884776292938954 0.7985567046980021 6 0.0411744006040346 7 0.03676010353341197
24 240 0.03326536532139778 1.299532703364801 0.005295573022991093 0.005295573022991093 0.009451465463074097 0.015641431865863097 0.7672065865966866 6 0.031089970030610727 1 0.027240671489488378
28 280 0.02453114988578528 1.384633610339828 0.0017556160311437711 0.0023404168430758063 0.0047340755379634055 0.008373900776606503 0.7421845620275878 10 0.0230075148366074 1 0.019395748568457324
33 330 0.016047653256478733 1.401944903306423 3.5713530141895643E-4 0.0010912731092481672 0.0019148407001126637 0.0033563256932658656 0.7147676589940506 10 0.014669439181821231 1 0.01226695465109087
38 380 0.01232872702437598 1.4575073947751922 3.5713530141895643E-4 5.38175535408865E-4 0.0013398255392851476 0.0037262058731083393 0.6842929471557964 10 0.011611177373284513 4 0.00926558617568181
43 430 0.008667756548105367 1.4794848365935678 2.463411090382582E-4 3.1794279258004005E-4 5.901667672489849E-4 7.977268840581726E-4 0.6564763591358256 10 0.007846665329200902 1 0.006241141921726507
49 490 0.005993598098228906 1.4894747264072548 7.501801177501787E-5 1.0022393951972979E-4 2.0691200629046767E-4 3.808601508779987E-4 0.6280155800322222 10 0.005271221131324177 1 0.004094908356780651
55 550 0.0030823432242066354 1.4801826944345489 1.5829568568600516E-5 1.5829568568600516E-5 6.376572604978717E-5 1.15327495166179E-4 0.6012111326184183 10 0.0026005469593265965 8 0.002039775851498705
61 610 0.002181638864720625 1.6029054160479843 1.0324116028971355E-5 1.0324116028971355E-5 2.6079346845239997E-5 4.171826689064407E-5 0.5868489017629155 10 0.001993360101406937 4 0.0014098963463118565
68 680 0.0012499015410621032 1.6190054210541376 4.833263653013232E-6 4.833263653013232E-6 8.00696799637636E-6 1.792558607072718E-5 0.5558027758410178 10 0.0010916640875358082 1 7.749846686085155E-4
75 750 8.498992420781368E-4 1.6669423987659002 1.4831313327445216E-6 2.3671225747560846E-6 5.240307593246247E-6 6.914273559330693E-6 0.5317187367972472 10 7.201678454621398E-4 8 5.009515834436741E-4
82 820 4.582937203795929E-4 1.6343775825696603 2.377323855743434E-7 5.411869973542988E-7 8.100541966981897E-7 2.1456935268660383E-6 0.501958050852222 10 3.633206760618453E-4 8 2.559961983530065E-4
90 900 2.332534236177867E-4 1.6465884316035766 7.473791449244183E-8 9.712583363936974E-8 2.534509499583893E-7 4.22506074494332E-7 0.4789079111834199 10 1.7349990310483316E-4 7 1.2257868490980395E-4
98 980 1.1956541062598583E-4 1.7462114003438904 2.1182935147240952E-8 2.6656725918325384E-8 5.202264469880656E-8 7.445484691376292E-8 0.44989195511429386 10 9.049340334822834E-5 7 5.815392685362858E-5
106 1060 7.047290413157985E-5 1.8488324215985696 7.870134389605129E-9 1.3197030661761426E-8 2.2646930412586548E-8 3.361020875392959E-8 0.4222423172554799 10 5.314083383452262E-5 1 3.2699097206597616E-5
115 1150 4.174264147442619E-5 1.8791094901549017 1.719673572114619E-9 2.6508028046519687E-9 4.546851348618E-9 8.140801476320854E-9 0.39632470861933394 10 2.9642231300074005E-5 1 1.8127746394399572E-5
124 1240 2.2649478119505358E-5 2.117401610992953 3.4010685549326044E-10 3.4010685549326044E-10 1.863130010479786E-9 2.5846761459866407E-9 0.36659001390036144 10 1.682275026337713E-5 7 9.456701623568678E-6
133 1330 1.1274618262460467E-5 2.1176640954337054 1.7087345024803397E-10 3.002400295366279E-10 4.759709205722528E-10 7.438655224358448E-10 0.34239449220492474 10 7.809219546183858E-6 1 4.3496225336484886E-6
143 1430 6.159065168747806E-6 2.201471015574798 3.1419465607366536E-11 3.1419465607366536E-11 8.799594404101379E-11 1.5722434606644154E-10 0.3126690501289374 10 4.054290939060069E-6 1 2.172143611572793E-6
